page	entries	image	volume	frequency	check	books	accuracy	centurydictio04whit_djvu.csv	frequency	image	centurydictiona04whit_djvu.csv	frequency	image	centurydictionar04whit_djvu.csv	frequency	image	centurydictionar04whituoft_djvu.csv	frequency	image	centurydictionary04whit_djvu.csv	frequency	image	cu31924091890610_djvu.csv	frequency	image
3502	lodge	844	4	5				lodge	5	844	lodge	5	848	water	1	844	lodge	5	846	lodge	5	844	lodge	5	843
3503	log	845	4	6				log	6	845	log	6	849	log	6	845	log	6	847	log	6	845	log	6	844
3504	logarithm	846	4	4				Logarithmic	2	846	logarithm	4	850	logarithm	4	846	Logarithmic	2	848	logarithm	4	846	logarithm	4	845
3505	logic	847	4	6				logic	6	847	logic	6	851	logic	6	847	logic	6	849	logic	6	847	logic	6	846
3506	logographically	848	4	5				logographically	5	848	logographically	5	852	loBographi	1	848	logographically	5	850	logographically	5	848	logographically	5	847
3507	Loiseleuria	849	4	5				Loiseleuria	5	849	Loiseleuria	5	853	In	1	849	Loiseleuria	5	851	Loiseleuria	5	849	Loiseleuria	5	848
3508	lollypop	850	4	3	tie			lollypop	3	850	lollypop	3	854	loUypop	3	850	lollypop	3	852	loUypop	3	850	loUypop	3	849
3509	An	851	4	6				An	6	851	An	6	855	An	6	851	An	6	853	An	6	851	An	6	850
3510	long	852	4	6				long	6	852	long	6	856	long	6	852	long	6	854	long	6	852	long	6	851
3511	longanimous	853	4	4				longanimous	4	853	longanimous	4	857	longanimous	4	853	longanimous	4	855	longanimons	1	853	longanimouB	1	852
3512	longiperoneus	854	4	4				longiperoneus	4	854	longiperoneus	4	858	loi	1	854	longiperoneus	4	856	longiperoneus	4	854	longlperoneus	1	853
3513	longspur	855	4	4				longspuT	1	855	longspur	4	859	longspur	4	855	longspur	4	857	longspur	4	855	longBpur	1	854
3514	look	856	4	6				look	6	856	look	6	860	look	6	856	look	6	858	look	6	856	look	6	855
3515	lookout	857	4	6				lookout	6	857	lookout	6	861	lookout	6	857	lookout	6	859	lookout	6	857	lookout	6	856
3516	loon	858	4	6				loon	6	858	loon	6	862	loon	6	858	loon	6	860	loon	6	858	loon	6	857
3517	loose	859	4	6				loose	6	859	loose	6	863	loose	6	859	loose	6	861	loose	6	859	loose	6	858
3518	lop	860	4	6				lop	6	860	lop	6	864	lop	6	860	lop	6	862	lop	6	860	lop	6	859
3519	lophophore	861	4	5				lophophore	5	861	lophophore	5	865	lophophore	5	861	with	1	863	lophophore	5	861	lophophore	5	860
3520	Loranthaceae	862	4	3	weak			Itoranthacese	1	862	Loranthaceae	3	866	Tioranthacea	1	862	Loranthaceae	3	864	Loranthaceae	3	862	Iioranthacese	1	861
3521	lordless	863	4	6				lordless	6	863	lordless	6	867	lordless	6	863	lordless	6	865	lordless	6	863	lordless	6	862
3522	loricate	864	4	5				loricate	5	864	loricate	5	868	A	1	864	loricate	5	866	loricate	5	864	loricate	5	863
3523	lose	865	4	6				lose	6	865	lose	6	869	lose	6	865	lose	6	867	lose	6	865	lose	6	864
3524	lot	866	4	6				lot	6	866	lot	6	870	lot	6	866	lot	6	868	lot	6	866	lot	6	865
3525	lotto	867	4	6				lotto	6	867	lotto	6	871	lotto	6	867	lotto	6	869	lotto	6	867	lotto	6	866
3526	louk	868	4	4				louk	4	868	louk	4	872	look	2	868	look	2	870	louk	4	868	louk	4	867
3527	lout	869	4	6				lout	6	869	lout	6	873	lout	6	869	lout	6	871	lout	6	869	lout	6	868
3528	love	870	4	5				love	5	870	love	5	874	lore	1	870	love	5	872	love	5	870	love	5	869
3529	love-lies-bleeding	871	4	6				love-lies-bleeding	6	871	love-lies-bleeding	6	875	love-lies-bleeding	6	871	love-lies-bleeding	6	873	love-lies-bleeding	6	871	love-lies-bleeding	6	870
3530	low	872	4	6				low	6	872	low	6	876	low	6	872	low	6	874	low	6	872	low	6	871
3531	Low-churchman	873	4	6				Low-churchman	6	873	Low-churchman	6	877	Low-churchman	6	873	Low-churchman	6	875	Low-churchman	6	873	Low-churchman	6	872
3532	loxarthrus	874	4	5				loxarthrus	5	874	loxarthrus	5	878		1	874	loxarthrus	5	876	loxarthrus	5	874	loxarthrus	5	873
3533	lozengewise	875	4	6				lozengewise	6	875	lozengewise	6	879	lozengewise	6	875	lozengewise	6	877	lozengewise	6	875	lozengewise	6	874
3534	Lucanus	876	4	4				Lucanus	4	876	Lucanus	4	880	Lncanas	1	876	band	1	878	Lucanus	4	876	Lucanus	4	875
3535	Lucifer	877	4	6				Lucifer	6	877	Lucifer	6	881	Lucifer	6	877	Lucifer	6	879	Lucifer	6	877	Lucifer	6	876
3536	lucky	878	4	5				lucky	5	878	lucky	5	882	W	1	878	lucky	5	880	lucky	5	878	lucky	5	877
3537	ludicrous	879	4	6				ludicrous	6	879	ludicrous	6	883	ludicrous	6	879	ludicrous	6	881	ludicrous	6	879	ludicrous	6	878
3538	lug	880	4	5				lug	5	880	lug	5	884	log	1	880	lug	5	882	lug	5	880	lug	5	879
3539	Lullist	881	4	4				Lullist	4	881	LulUst	1	885	Lullist	4	881	Lullist	4	883	Lullist	4	881	Imllist	1	880
3540	lumbric	882	4	4				lumbrlc	1	882	lumbric	4	886	lombiic	1	882	lumbric	4	884	lumbric	4	882	lumbric	4	881
3541	lump	883	4	6				lump	6	883	lump	6	887	lump	6	883	lump	6	885	lump	6	883	lump	6	882
3542	lunarium	884	4	4				lunarium	4	884	lunarium	4	888	lonnrii	1	884	tamtam	1	886	lunarium	4	884	lunarium	4	883
3543	lunette	885	4	4				Itmette	1	885	lunette	4	889	I	1	885	lunette	4	887	lunette	4	885	lunette	4	884
3544	lunitidal	886	4	5				lunitidal	5	886	lunitidal	5	890	Ituiitidal	1	886	lunitidal	5	888	lunitidal	5	886	lunitidal	5	885
3545	lurch	887	4	6				lurch	6	887	lurch	6	891	lurch	6	887	lurch	6	889	lurch	6	887	lurch	6	886
3546	luridly	888	4	5				luridly	5	888	luridly	5	892	luridly	5	888	luridly	5	890	lia-iirioiis	1	888	luridly	5	887
3547	lust	889	4	6				lust	6	889	lust	6	893	lust	6	889	lust	6	891	lust	6	889	lust	6	888
3548	lustrate	890	4	5				lustrate	5	890	lustrate	5	894	Instrate	1	890	lustrate	5	892	lustrate	5	890	lustrate	5	889
3549	Lutetia	891	4	6				Lutetia	6	891	Lutetia	6	895	Lutetia	6	891	Lutetia	6	893	Lutetia	6	891	Lutetia	6	890
3550	luxuriant	892	4	5				luxuriant	5	892	luxuriant	5	896	Inznriant	1	892	luxuriant	5	894	luxuriant	5	892	luxuriant	5	891
3551	lycanthropy	893	4	4				lycanthropy	4	893	the	1	897	lytanthropy	1	893	lycanthropy	4	895	lycanthropy	4	893	lycanthropy	4	892
3552	Lycodontidae	894	4	2	weak			widely	1	894	Lycodontidse	1	898	Lycodontidae	2	894	Lycodontidas	1	896	Lycodontidae	2	894	Lycodontida	1	893
3553	lyed	895	4	2	weak			natural	1	895	Lygaus	1	899	ymX	1	895	The	1	897	lyed	2	895	lyed	2	894
3554	lymphatic	896	4	5				lymphatio	1	896	lymphatic	5	900	lymphatic	5	896	lymphatic	5	898	lymphatic	5	896	lymphatic	5	895
3555	Lyperanthus	897	4	3	tie			Lyperanthus	3	897	The	3	901	The	3	897	Lyperanthus	3	899	Lyperanthus	3	897	The	3	896
3556	lysigenous	898	4	3	weak			lysigenons	2	898	lysigenous	3	902	lysiKenons	1	898	lysigenous	3	900	lysigenous	3	898	lysigenons	2	897
3557		899	4	6					6	899		6	903		6	899		6	901		6	899		6	898
3558		900	4	6					6	900		6	904		6	900		6	902		6	900		6	899
3559		901	4	6					6	901		6	905		6	901		6	903		6	901		6	900
3560		902	4	5					5	902	mtf	1	906		5	902		5	904		5	902		5	901
3561		903	4	3	weak			v	1	903	mi	1	907	LIBRARY	1	903		3	905		3	903		3	902
3562		904	4	5					5	904		5	908		5	904		5	906		5	904	ItmiilK	1	903
3563	viliw		4	1													viliw	1	907						
3564			4	1														1	908						
